0.7092907773	rogers
0.7080913055	belgian
0.7069290237	vogue
0.7045520299	portuguese
0.7038990675	jacob
0.7034899388	fbi
0.7032728684	cbe
0.7025747629	persian
0.7017372171	maryland
0.7004594419	detroit
0.6999989978	wwe
0.6999067458	nasa
0.6996952893	ohio
0.6980560454	homer
0.6977625166	christmas
0.6973072336	wales
0.6965940986	christie
0.6965414432	baron
0.6961437249	finnish
0.6954719464	philadelphia
0.6953124917	itv
0.6945935283	buñuel
0.6944856029	burke
0.6943905471	adams
0.6943423203	norwegian
0.6942322974	greece
0.6940617895	holocaust
0.6939785359	casey
0.6938468833	uk
0.6936858684	islam
0.6933348519	canada
0.6932436015	li
0.6931597158	punjab
0.6929847260	burns
0.6928579752	china
0.6927690874	sinatra
0.6923524262	beethoven
0.6921919591	mumbai
0.6921678665	scotland
0.6921198028	jews
0.6920178589	brown's
0.6920075645	hecht
0.6919590347	minnesota
0.6918516481	coppola
0.6918354876	ramsey
0.6917436561	vikram
0.6917305026	berger
0.6917272659	alabama
0.6916423790	raymond
0.6912724833	bengali
0.6912045528	dutch
0.6910452360	ellis
0.6909938542	unesco
0.6908543671	dexter
0.6908250936	uss
0.6907640167	poland
0.6906133233	zhang
0.6904814718	rothko
0.6904577925	austin
0.6904036506	abby
0.6903069468	tobias
0.6902607675	fleming
0.6900863256	oz
0.6899978857	connecticut
0.6898231739	colorado
0.6897403609	jordan
0.6896189874	wong
0.6896079269	mgm
0.6894140925	oklahoma
0.6893574824	spector
0.6893268611	timothy
0.6892423301	iran
0.6891164012	hotel
0.6890569206	josé
0.6887941038	candy
0.6886945694	mccarthy
0.6885963760	catholic
0.6885458505	hamilton
0.6883953302	pixar
0.6883369387	illinois
0.6883071268	harriet
0.6882985379	thai
0.6882357402	germany
0.6881852232	echo
0.6881525204	baltimore
0.6880452169	kirkpatrick
0.6880131513	kasdan
0.6879479534	wagner
0.6879305372	romero
0.6878427234	caesar
0.6877041136	campbell
0.6876795417	bean
0.6874655537	mitchell
0.6874258999	dahl
0.6872955497	burroughs
0.6872796154	edwards
0.6872757341	pbs
0.6871460771	lgbt
