0.7096029205	nelson
0.7069530179	starz
0.7065185366	rai
0.7061985845	sweden
0.7045641086	wang
0.7029142021	virginia
0.7016764450	wwe
0.7011796623	itv
0.7009426636	evans
0.6977586222	espn
0.6970038565	norman
0.6968726038	kelly
0.6964455688	shanghai
0.6963593186	magnolia
0.6954053587	norwegian
0.6953153652	dolly
0.6950317886	roberts
0.6949018153	liu
0.6945757200	showtime
0.6941939427	nbc
0.6939007122	barcelona
0.6938164885	corp
0.6937149863	alex
0.6935241070	arabic
0.6933523129	rca
0.6931048255	mitchell
0.6930280834	vertigo
0.6927643376	buffalo
0.6925749145	walker
0.6925133896	alphaville
0.6923912776	williams
0.6922078492	ukfc
0.6919317623	murphy
0.6917992942	joey
0.6917095208	watson
0.6912126092	interscope
0.6912035884	dutch
0.6911918333	atlanta
0.6909697346	drake
0.6908596159	russo
0.6907683010	tomorrow
0.6903357963	nickelodeon
0.6902238011	molly
0.6898300160	denver
0.6895549754	laura
0.6894401366	adams
0.6893776784	mexican
0.6893298318	selznick
0.6889490440	portuguese
0.6889233041	hughes
0.6888566815	scotland
0.6886003637	fuller
0.6884872952	harold
0.6884199238	hansen
0.6880613217	georgia
0.6879049196	mule
0.6874081820	bruno
0.6872785736	gardner
0.6871265218	iran
0.6868025103	abc
0.6867754284	melbourne
0.6864248936	taft
0.6856620540	lancaster
0.6852835243	bernstein
0.6852453072	chicago
0.6851115432	abraham
0.6850866031	toei
0.6850571567	arjun
0.6850355306	miller's
0.6850147470	hammer
0.6849466901	uk
0.6848135960	val
0.6846803977	batman
0.6846030891	connecticut
0.6844563897	cohen
0.6844377134	dallas
0.6842974132	gilbert
0.6842834228	capella
0.6840713559	turkish
0.6839855847	ceo
0.6839649191	babelsberg
0.6839469797	thai
0.6838638227	bollywood
0.6838508281	jr
0.6838357825	kumar
0.6836422900	bbc
0.6834806790	greece
0.6834576421	greyhound
0.6830853383	rambo
0.6830099551	guardian
0.6829486490	minato
0.6829425701	henson
0.6828644809	dna
0.6827189346	platt
0.6827020360	bhansali
0.6826014731	hart
0.6825822739	bc
0.6825793800	spanish
0.6825349343	galaxy
0.6823215059	parkes
0.6822235447	berlin
0.6820979612	jake
0.6819974029	clarke
0.6818963920	eugene
0.6817491189	endeavor
0.6816635343	downey
0.6812476329	persian
0.6810951489	moritz
0.6810161559	entertainment's
0.6808450956	pressman
0.6807716305	holland
0.6806218958	lisa
0.6805083042	angel
0.6804711608	bender
0.6804618664	walter
0.6802842279	carey
0.6801696521	ireland
0.6800886404	shakespeare
0.6800516189	hepburn
0.6799284574	floyd
0.6798025539	antonio
0.6797707007	spain
0.6796810075	eros
0.6796128205	nfl
0.6792779956	beijing
0.6792777715	austria
0.6792115000	daniel
0.6791653389	sydney
0.6791428330	bowen
0.6791110538	greg
0.6790982836	simonds
0.6790178365	streisand
0.6788707201	brazilian
0.6786818406	russian
0.6786549654	catherine
0.6786427459	wong
0.6785541122	cineplex
0.6784886925	linklater
0.6783130587	singapore
0.6783071972	usa
0.6781570287	florida
0.6780917135	ag
0.6780401861	mars
0.6780248352	dan
0.6779415087	bengali
0.6778450006	overbrook
0.6777813936	punjabi
0.6777387844	india
0.6777061124	louise
0.6775973179	fleming
0.6775772678	craig
0.6775281820	stx
0.6775024276	crystal
0.6774209014	florence
0.6773025379	australia
0.6772304809	jackson
0.6772168362	hbo
0.6772045458	shaw
0.6770976968	moscow
0.6767610952	amc
0.6766484551	scream
0.6766353656	kannada
0.6764671158	duncan
0.6764529586	marty
0.6762948261	cage
0.6760275016	mushi
0.6760099999	richmond
0.6759793384	simon
0.6758280442	stockholm
0.6758122587	zee
0.6757442471	ontario
0.6755020799	arizona
0.6753351586	christian
0.6752994828	cunningham
0.6751755623	beau
0.6751755623	daria
0.6751630187	wayans
0.6751424780	tokyo
0.6751396784	antonius
0.6750638158	bfi
0.6750504151	taiwanese
0.6749369225	tamil
0.6749244506	devil's
0.6747705474	hungarian
0.6746896394	herzog
0.6744849255	heather
0.6743857335	delhi
0.6743187878	mirisch
0.6741427697	miranda
0.6740946174	charlotte
0.6740133549	brillstein
